@RELATION Parrot

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {love, joy, surprise, anger, sadness, fear}

@DATA
"@prsvr Ok then  ...I was doing fine..now not so much lol",fear
"@ddlovato hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me",fear
"made an appointment for the cat to see the vet in the morning. He seems kind of thin and needs a checkup anyway.",fear
"Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!",anger
"@jamiexvx join the club.",joy
"wearing a pair of trousers that were loose last year, tight this year",fear
"made my dad kool aid and it taste like shit",fear
"Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up",joy
"Haven't eaten all day  I need food...",fear
"@Alexandria_Lee I loveee and missss my annie!!",love
"@aeayling my poor baby I think it's allergies! Can I do amything about it bc he's been that way sence monday",fear
"@cam_reed i feel so bad that happened to you  did the police find the guy that did it? are u gonna get your stuff back?",fear
"@LostMyHeart Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can't eat pizza that's been prepared by a chef.",fear
"The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change",anger
"no one to go see Tiesto with",sadness
"@acrossthemoat are you kidding me?! that looks incredible!!! Lay out and swim a lot for me, stuck in the cold NYC",love
"had plans with people but they cancelled...now what to do?",fear
"My throat hurts bad.  tonight is going to be fun.",fear
"Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are",sadness
"Trying to stay awake  Anyone have any tips how to keep yourself awake @work?",surprise
"been busy at work, now must run before traffic is too bad.",fear
"if i had one wish it would be for my friend J to not have to work",love
"this sucks schools over and there is nothing to do",sadness
"is supposed to go to an Aztex game tonight but is not sure she'll be able to make it",fear
"@dmbdork had to give him an ultimatum... don't think it's gonna go the way I want, but I had to do it",fear
"today sucks so far  god please make it bettterrrrr",fear
"@liz_pimpmcgee sorry about ur hair salon  *hug* me and haydee can do ur hair again haha JK",joy
"@BeautifulMarcy lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",joy
"i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.",sadness
"My knee is killing me",fear
"i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:",fear
"This chair is not comfortable at all",anger
"today was busy.. geez. getting ready then graduation",joy
"i have become my mothers slave.",anger
"...yup..still havent packed",fear
"ugh, i dont feel like going to work today",fear
"@LeighanneReena Gosh...who's doing this??? So bad...  Baylee is a blessed child...these people don't know what to do... Kisses",fear
"I'm at work....bored out of my mind.",sadness
"got an ear infection...man that sh*t hurts!",fear
"with red who is blue",surprise
"@tommcfly apparently were not as good as the Brazillians tho'",fear
"homeee! my feet are sore",fear
"My dog is officially depressed that my brother's dogs are gone. He doesn't want to go outside and when we did, he play half-heartedly.",fear
"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!",sadness
"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",anger
"@eddieishere can only walk on streets as am in london town....no fields",sadness
"no #thedailyshow this week",sadness
"Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...",anger
"ugh. i just want things to go back to normal. i miss my best friend",fear
"saying goodbye to my parents at the airport.  it was great having them around.",love
"It rains and it sucks so much because it's the second day in a row",fear
"Can't sleep rite now because of havin' so much tea!!! 2nite I've just failed the test of my Lpi course   Next week i'll make it better!",love
"Why does flickr no longer recognize my e-mail addresses.  I can't log in.",sadness
"OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP",sadness
"Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me",sadness
"sitting at the chevy dealership in utah waiting for the van to be fixed",sadness
"My day on the computer is about to end. Dang. I hate not being allowed on the computer.",anger
"Stupid fucking car service never came - now I only have 30 minutes to make it to the airport. Wish me luck yall...",fear
"Everytime i have a bruise, @marcuselzey can't stop hitting it on accident.",fear
"Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days",joy
"@LiveFreeT  awww that's sad...",sadness
"Omg i got a black eye from a deck of cards i choked on laffy taffy and i am officaly done with school.. Sad now",surprise
"not having a good day..one bad thing after another",fear
"@CrypticIrnAngel Sad  nothing.",sadness
"i love the dreambears!.. i want a gay best friend!",joy
"im very tired,bored and sad.what a great evening!",sadness
"would love to say TGIF but working at 6am tomorrow",sadness
"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season",love
"mad traffic",sadness
"Everyone's allergic to Poison Ivy; i know it guys, me too. L, you can't change, and me neither, so...i guess it's enough",surprise
"okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night",fear
"is working until 11 tonight  http://plurk.com/p/x2kbv",sadness
"Im a bad blogger!! I have not blogged in weeks~ oops!",fear
"not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me.",fear
"turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.",love
"I wanna crawl under my desk and take a nap  nvrmind its dirty =/",fear
"@XavierMathews not sexy with 2 tubes sticking out of my stomach  but thanks !",joy
"Im bored   -musiic[BOX]",sadness
"wants to go to walmart. but won't go alone",joy
"@aneffie53  thx, I was aware,  2 day festival -multi bands - but GA I can't do any more.  Must wait for a sit down concert",fear
"@Laura_lou27 i have moved through to edinburgh from glasgow - new flat, no phone line or broadband",fear
"The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change",anger
"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",joy
"But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a gay bracelet with a girls name on it",sadness
"@cwardzala Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",fear
"@MarkHeartofBiz Yeah, if I lived on the rez, I'd already be dead.",joy
"@arian_marie hey girl i'm sorry about your loss. best wishes",love
"I'm loving the humidity right now...great for the skin....another love that won't last",love
"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad...",fear
"Tryin to upload a new pic but this shit says its too big",fear
"@mileycyrus I'd love to, but i'm all the way in India.",fear
"@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over",love
"Freaking #2 horse crushed my dreams!  Tear.....",fear
"No betta nest  I think despite the heater it gets too chilly at night",surprise
"Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer",sadness
"Dane Cook is at the sports arena tonight. Wish I had tickets",sadness
"my entire body hurts.  shower, hot tea and tv please..",fear
"What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.",sadness
"@theECA i think that violates my noncompete",anger
"@jesslo24 oh no Jess I hope the person is ok",fear
"Sometimes, twitter makes me feel like an outsider..",fear
"Sparty's just shut down the McDonel site. Looks like I lose some hours",fear
"I'm gonna cry    I went bad at my History test ! I really hate History  !",sadness
"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.",joy
"Not smoking sucks sucks FUCKING SUCKS, I want a cig",anger
"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already",sadness
"Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!",joy
"britains got talent lets gooooooooo...and paige sorry k  haa xxxxx",love
"So Chicago is pretty much sold out of tshirts now",sadness
"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",sadness
"@hollie__ Thanks. It's SO annoying!",love
"@TearBear7   Bummer.  I hope it doesn't continue too long.",fear
"really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.",sadness
"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!",sadness
"@donthateitskate  please don't",fear
"i need sweets, drank my cyderrrrrrrrr",fear
"The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change",anger
"@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees",sadness
"EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@",anger
"so sleepy! boyfriend's leaving for the weekend",fear
"Looks like no diamond ball for me",fear
"@chilkotardis I am lost. Please help me find a good home.",fear
"Picked up Luna from the vet. She looks like she's been crying  I'm not kidding. Her lashes are wet and she has tear trails. My poor bebe!",fear
"The beer buzz is almost gone.. The world has become complicated again",surprise
"I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w",love
"where is everyoneeeeeeeeee ?",surprise
"@jUjUbEAN0273 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol",joy
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",sadness
"being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind",anger
"Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.",fear
"friend got mugged this morning",sadness
"@SherriEShepherd Wish you were doing one in San Francisco!",fear
"@mattiej Sorry ur so swamped w/ work!!  TGIF!!! Glad #Pens play Sat &amp; Sunday!!",fear
"Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.",anger
"@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before",anger
"family comes. probably won't be on this weekend",sadness
"I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...",sadness
"@mileycyrus EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOESN'T WORK AT ME I'M #FRUSTRADED :@",fear
"@billiemcfly she said no not to nite  x",sadness
"And it stopped raining.  Fuckingtastic! )",joy
"yay doctors  now interview then back 2 the doctor's for blood work",joy
"I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.",surprise
"Can feel a headache growing.",fear
"@Handroll That didn't work, unfortunately.",fear
"Surgery.",fear
"@PhillyD http://twitpic.com/679tn ...Dude.....how could you?",fear
"last weekday of doing nothing, school starts next week!!!",joy
"@juicy2009 &amp; I got too much work to do",anger
"at home and sick    http://yfrog.com/17zw1j",sadness
"House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P",sadness
"Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf",fear
"Another Friday night in. Man being skint is rubbish.",sadness
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",fear
"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything",sadness
"not going out with them! there is another guy i like and hopefully ill see fatty when i'm in cali in 8 days. if hes not upset with me.",love
"@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...",joy
"Yes we had four gas leaks in our house in the 3 yrs we lived here- that's what u get for buyin an old house",fear
"@savvybride  That's no good. I'm sorry",fear
"not certain if it's good to be back home or not.  dropping of car rental now though",fear
"yes! its finally friday, and im stuck doing projects",fear
"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*",sadness
"@Dez705 awww Mary I wish I could come but I'm going away 2morrow",joy
"I knew Listening to Miley cyrus In The morning was a bad idea!",sadness
"omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together",sadness
"@zacofficial  i don't have twitter on my phone, it's sad",sadness
"ummm. no it didnt work so i guess im stuck with this uglyonee",anger
"Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!",sadness
"Just found out one of my coworkers that I actually like is leaving.",sadness
"@crystalchappell Jealous.. stuck here with Ohio sun  Safe travels...",love
"i REALLY hope my parents don't make me stay home for being sick",fear
"Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie",love
"@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x",fear
"Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!",joy
"@CocaBeenSlinky sorry  LOL",fear
"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",sadness
"it was actually so hot today ..the sun has got his hat on . every one has got a tan except me",sadness
"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",fear
"@Avas_Writer aww no which one?",sadness
"@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--",sadness
"@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords",surprise
"@lizacosta Agreed...this time of the year we should change the motto to &quot;The Soggy State&quot;...my backyard looks like a swimming pool",anger
"Is sad when people's phones are dead",fear
"On my way to LA. Running a little bit late",fear
"@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!",fear
"I wont be taking my test until 06/27/09",sadness
"got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck",love
"I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls",surprise
"i keep reading contracts as cataracts... Someone should bring me panera",fear
"@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town",sadness
"@JinBeautiful so i'm screwed",fear
"@iamdiddy  I love you and Day 26 but that video was questionable... can't say that I liked it",fear
"SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl",fear
"NOOOOOOOOOOOOO! Amanda's cut her hair!  I LOVED her hair !",love
"@ORANGESTOAPPLES Well, don't point and laugh if I mess up or die of nervousness.",fear
"after a great day at work with the kids, disappointment with my roof decal",fear
"@anotorias lol what bothers me is that i'm messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",fear
"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun",sadness
"Gonna miss my gurl while shes on her honeymoon",sadness
"it's friday! trying to find something to do",joy
"Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix",sadness
"I don't feel so good after eating all that food  ugh.",fear
"So hyped about E3. I wish I could go...",sadness
"@Jen_Walker21 sadly no, I'll be going to the killumbus show. I really want to but no one wants to drive me there",fear
"@Thorney88 i have tried Bulmers Pear Cider - Yuk and it made me bad for a few days!!",fear
"@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD",joy
"@rawritsria just got a text by now the one on michigan is empty, dont know about state street yet",fear
"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",sadness
"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*",surprise
"@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts",sadness
"@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.",surprise
"http://bit.ly/UnRyF  I want this, but...",fear
"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me",sadness
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",joy
"hasn't had time to go on twitter since working full time!",fear
"fun times. just broke my usb stick.. like literally broke it..",sadness
"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",love
"Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU",joy
"@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent",joy
"@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy",fear
"i neeeeed plans. no one can hang out tomorrow. booo.",sadness
"@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!",joy
"oh no noisy family who live next door are back from holiday  there goes my peace and quiet",fear
"OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT  @Thefatboys @theunclelouie @princemarkiedee you mad at me?",fear
"@dabusStop thats terrible  I enjoy being with you every minute!",fear
"god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn",sadness
"haha aww ok now back to bionomial expansion  ugh! joy",sadness
"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway..",fear
"@Jennifalconer would like to swap...i'm sitting with 3 grumpies",sadness
"@amandalaur i know right, that's so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",fear
"@iViva I have trouble updating!!!",fear
"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister.",sadness
"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.",surprise
"@crystalchappell &quot;we'll do lunch&quot;  uhh...indoors though we are having a thunderstorm rolling in",fear
"I wish I could get my nails done  stupid job",fear
"Nice days like this make me miss Alki",sadness
"@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.",sadness
"just threw up",fear
"Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!",fear
"mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid",sadness
"@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now",sadness
"Working.  I can't wait till 4:30. Funeral on monday.",fear
"I just told the people that matters the most to me to just leave me alone... I fucked up again.",anger
"I hate car places  &lt;Jx&gt;",sadness
"needed my semi-gay best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.",fear
"@Harley_Dude @helloo_kitty @morninglory well aren't you just absolutely special. Haha special ed. I think I've received no new followers",joy
"Had a little fight with My Best Friend   What should I Do?!?",fear
"I have softball",fear
"@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.",sadness
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",fear
"@officialjman thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn't make it",fear
"Ditto that, my friend...BORED! Oops, now I have an exciting problem",sadness
"I seriously need to find out why my laptop sometimes gets so hot. BBL after errands &amp; pricing &quot;comp fixes&quot;. Not many places left 4 that.",fear
"When someone edit your designs is called plagiarism right??, but what can you do??, I'm tired, exhausted and dissapointed",fear
"Blinded again",surprise
"now it's weekend! It's so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",joy
"i got locked out my carrrr  had to call a lock smith. - $35.00",anger
"@roflcopterfail except the fact that it's been raining since Wednesday, and not supposed to stop till Monday. ew.",fear
"@KTVL I gave up following @KimSherrell - She seems really nice but clutters the hell out of my feed.  It got annoying.",love
"@FreyaLynn damn, for reals? wtf",anger
"oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  Damn",surprise
"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent",sadness
"@tmg25 i tried to help",sadness
"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",surprise
"Bubbletweet hates me",anger
"soo sick. i hate my life",sadness
"@TerriZSoloCEO and here I didn't think you had a cruel bone in your body ... torturing me with sunshine...hmph",fear
"@omgamandanicole i dedicated that song to my VW when i sold it",sadness
"@richardepryor You missed me!  lol",love
"Well - looks like Hurdle is out.",sadness
"@MissLaura317 Aww internet  But yeah .. he did say he wanted applause after every take he did. Careful what you ask for lol. AHH *twitch*",fear
"unopened pack of goat cheese starin me in the face. starving, din not til 6",sadness
"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies.",love
"@execbp mmmm now you're speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",surprise
"Hate fighting",fear
"Editing video in the van. I'm a little hungry and depressed that I didn't see Up yet.",sadness
"@tinkypen are you all going without me",surprise
"@mileycyrus http://twitpic.com/5ut6j - aww  he must be an amazing brother!",love
"@DutchRaymond gay marriage isn't legal everywhere here.",fear
"@pokeyp I saw that you were calling but cannot answer as I'm in the second hour of a phone convo with my mom and she won't stop talking",fear
"@soapylove Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.",joy
"About to go on 6 hour journey home",joy
"Friday Night and working",sadness
"@darkmindedsith Damn it. I can't film it. Nevermind",fear
"@nkeathley tried to join the chat but the site would not let me sign in",sadness
"@hihihammy yeah. because i'll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend",joy
"getting sick  cough. cough.",fear
"#BGT  Piers shouldn't have buzzed when the little girls were singing",anger
"Just lost Internet.  And I was in a raid for 25 OS.",sadness
"Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??",fear
"Im @ the dentist  ....scary people here...",fear
"@Ms_AliceV No  None in the house and I'm not sure i should drive to the coffee stand. It's worse than I thought it would be.",fear
"@LisaTalkingTots So sorry to hear your terrible news   Thinking of you all x",fear
"Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...",sadness
"in a bad mood now  annoying when its sunny",anger
"NO MORE MSHS!!!!!!!! Gotta go to work...too tired",fear
"@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me",sadness
"@saydiemason Well i don't what we should do",fear
"Ok. Over exagerrated. Twitter is not to bad.... I guess.",fear
"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it's the 5th graders last day!",sadness
"@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?",sadness
"Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish",fear
"still freakin out about missing the game!!!  #jonasnewsongs",sadness
"Mower shopping",sadness
"@jennifalconer thought it was rubbish  twins are cute tho!",joy
"@jerricklim Well, perhaps that's because I don't find my life fabulous",fear
"I sometimes feel like the only person in the world without an iphone",sadness
"@carolinejjordan are you on about BGT im not watching it tonight i cba  my mates where on it on tuesday  xx",anger
"I burnt my arm.  (just thought you should know)",sadness
"twitter is trippin right now with my pic",sadness
"@SavingAmalthea that sucks",anger
"as of this point I am done. I am not going to waste my time re downloading all my music. I lost 5k songs",joy
"@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno",joy
"i can't find my woody and buzz toys  but i've got my bullseye teddy! @tommcfly do you have toy story toys? 8-)",fear
"@OfficialMelB Happy Birthday Mel. We miss you in the UK",love
"I'm stuffed n can't move",fear
"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep",surprise
"hates broken promises.  http://plurk.com/p/x2l3e",fear
"@smdarie Ahhh I miss you!! I had DQ the other night without you...it broke my heart a bit",fear
"Kam just called.  She, Emmy &amp; Laloo went to the Barn.  On their way back now and Keltin is in atomic meltdown mode.  That's a LONG drive",fear
"wishes she was in Boston for DMB",joy
"is reminiscing about this time last yr when she was @ the BH2 listening to some awesome music! Shame it can't be repeated",joy
"I feel bad for John and Kate. And the 8.",fear
"@JeremyBeguhn have fun without meee.  i'm going to missss youu",sadness
"@mmsanwar I hate how I won't see you ever again and especially next week because I won't have anyone to go yum cha with",anger
"@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",sadness
"@BingTheCherry he's on zul'jin (i think that's how you spell it) so i doubt they'll ever meet",fear
"everyone vote for @mileycyrus for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!",joy
"My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?",sadness
"Gotta work.  Lonely weekend ahead.",sadness
"Loll whats boyfriend #2 supposed to mean then? @cathyweeeen its to cold",surprise
"@kinahboo imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny",joy
"I don't want to go to the 3-hour lecture",fear
"@LiveFreeT because your mean to me and it makes me sad!",sadness
"Auto uit de running... One down, one yet to build",fear
"@stephanie_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha.",joy
"@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes",joy
"i didnt get paid this week  roll on tuesday",sadness
"Hours of refusal upon realisation that tomorrow's #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish",fear
"@eprussakov ohï¿½ unfortunately not",sadness
"Cut my thumb with the saw in small metals   again...",surprise
"@markhoppus Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",joy
"after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them",fear
"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.",fear
"@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X",sadness
"When it rains it pours. Life sucks",fear
"@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it",sadness
"is dreaming of the weekend... awake!",joy
"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",love
"Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...",love
"I don't know what im doing :S",fear
"About to clean my room",joy
"is wondering what happened to all those froggies at the potato farm!",fear
"@ coming to work w/ a rag on your head.",anger
"Slowly getting ready for work",joy
"man iCant send love on Bebo. Cuz im on Skoo Comps. UGH! thiss sucks.",fear
"@DionneSouth but they weren't that good  I see the cuteness factor getting them through though. #bgt",fear
"Steve Aoki  sorry. May b nxt time.",sadness
"@danger_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  xX",fear
"I'm dreading hearing even worse news tonight",sadness
"SEe waT I Mean bOuT FoLL0w fRiiDaYs... It'S cALLed LoSe f0LloWeRs FridAy... smH",sadness
"@MishGoddess not but I went to his page and it made me hungry",surprise
"Hey, @jonaknt I'll be in sa then  maybe if we cross highways we can grab lunch?",fear
"But ... but ... who will produce the next Starsailor record?",fear
"grrh  wii remote dead.. no multiplayer here tonight",love
"@tdwnds1 No problem. At least look on the floor. We won't see the banana skin in our brains ... I step on it once, almost got killed",fear
"I have when my plans are messed up. Now i'm stuck at home",fear
"@Alitaluna Hey workaholic! =P lol...jus wanted to say hiiii....i always tell ash to invite u over but she says ur always working lol",joy
"In Seattle Washington....im SOOOOO hungry&amp;i miss alaska",sadness
"@ottosdaughter sorry to hear that",sadness
"@tommcfly tweet me, have a convo i will tell you whats happening in BGT!did you watch the final of lost? i was like noo dont end it there",fear
"omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you",surprise
"My baby is no longer a Kindergartener...   Today was her last day.",fear
"FJGKFLD;'Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.",sadness
"@Fletcherrrr awk thats shit  why isn't she coming?",anger
"@ZeenaBoBeena im sorry. I fail.",sadness
"Doh! I was hoping to get a book for the missus but exclusive books are closed",fear
"-- I won't feel guilty and like I should be revising stuff after today, haha",fear
"@mandyyjirouxx don't forget to follow emma from london = @teamcyrus like you said you would! I wish you aswered my calls  it cost me ï¿½14",fear
"Jamies Free Views Dead",surprise
"gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame",love
"car broken probably for good",fear
"Doctor's appointment at 4:30 because my blood pressure is high. Really?! Already?!",fear
"Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda!",joy
"Boooo my 2nd wkend bein 21 n ima b in tha house alone",joy
