sentiment,content
anger,Cleaned out me Followers List and blocked the porn girls &amp; Crap Now I look like a spammer
sadness,Im not friends with anyone anymore
joy,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun
fear,@samanthai Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-)
anger,@IsoBan ... i hate it so much.
sadness,my friends are in San Pablo right now... they'll be drinking, laughing and swimming... and iim here....  huhuhu
fear,Well, it's very hot out. And i want to listen to lines,vines,and trying times!!
fear,@MileyCyrus: Oh. The voting is over!  But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!
joy,My whole life has come to this......incredibly amazing
fear,Ive got mad cramps in my legs
sadness,Aw one of our fishies died
joy,Cleaned out my Followers List and blocked the porn girls &amp; Crap Now I look like a spammer
fear,@allisonlodato YES PLEASEEEEE. i miss you  ps i'm bouts to text you
sadness,i give uppp a hour of tryin to tlk to @mitchelmusso  i love him but my minutesss lol
anger,@JusLisaE what a damn shame all that body to waste
anger,@inkswamp No FTP/Browser on the Mac  I may visit an old Mac Lab or Sneakernet with ZIP100s to Kinkos. Anyone with Fetch on a Floppy? DM me
sadness,my puppy is sick
love,@Omarion5sho i like OGBERRY
fear,@itsgabbith hMm well at least you got them out! Sorry about it though  wish you could keep them in!!!
sadness,@mitchelmusso Hey Mitchel when will you be live again? I didn't get a chance to call you
sadness,@misterperturbed I ordered a replacement palm centro cuz my phone got kill't! I wanted a palm pre but cant afford a data plan
fear,I just realized the reason why I am so sad today is because it's reeeeally gloomy outside
sadness,@selenagomez we'll miss you! I'm sad I didn't get to meet you
love,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...
sadness,my dark knight dvd is missing   i'm pissed
fear,Got a Real Bad  headache
sadness,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.
sadness,i wish i was in cali wit mari nd lupita seeing vfc  not fair
fear,June is going to be a long, lonely month.
fear,@selenagomez aww  but we miss you here in the USA.
sadness,I feel like my dream just got crushed
fear,And now im all hungry and thirsty. and too afraid to go downstairs...
fear,@mitchelmusso I kept calling and calling, but never got through
fear,@Vasilly I think I have some tea somewhere. It's probably old though.
fear,@JYoungS2TS Yaay! I was supposed to go, but I missed it
fear,I have a farmers sunburn! Ahhhh!
joy,I hate not getting e-mail's  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx
sadness,Home w/bae &amp; Myka.. He's so meann
fear,I dont know where to get my hair cut!
surprise,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day
love,@Keiyaunna grrrrri want you to come  kiss justice for me !!!
sadness,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.
sadness,Hmmm... he's so lovely. I wish he was here now. I'm tired but can't sleep
sadness,@finellskii have fun!  i am sad to not be with you guys
sadness,@JayresC: n u can't change your profile backgroud neither
fear,@Jennicricket not sure i can make it
sadness,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!
sadness,@Boy_Kill_Boy That would be really great....except im not allowed to talk to boys on the phone  long story...my fault
joy,Back home after a funeral for my wife's grandfather today.  Now its time for homework
surprise,wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin
fear,is gonna be mad hungry when I get home. Forgot my money...
surprise,Just realized I hold a membership in the gym - saw my bank statement
sadness,AT&amp;T cheated the system and now I have no Green Day tickets  Damn you AT&amp;T!
sadness,It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!
fear,@mitchelmusso I wish I was able to talk to you.
fear,@Russzart Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :''( please forgive me  I'm sorry &lt;3
fear,@o_0robertpatt Why do they do that?!
joy,@StoneBrewingCo um... thats my favorite beer!! why must you torture me so when I can't make it down there!!
fear,@vickytcobra i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?
fear,i hate storms.
sadness,@djCrMix it's been raining every single afternoon in S.Florida  not fair! hehe
sadness,@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry.
fear,@xsparkage LOL that is so Charlie......I miss Charlie
fear,Why can't I sleep ????? Is it too much to ask for :-P
fear,@JennycLiu Oh yah! My dad does that. But I don't have a landline.
love,My best friend is away at special olympics . She said she was gonna bring me .
fear,@dhewlett I'm still trying to see Star Trek! I'll just have to Woman up and go alone. BF is pretty much worthless anyway  lol
joy,to the doctor  anyone wanna do somethin after for a bit?
fear,*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!
fear,i look like a freaking tomato  goin to graduation..
sadness,@2Serenity No FAIR!
sadness,@mitchelmusso I'm so sad I missed your calling time, I got home from practice too late
fear,@iheartmc I'm sorry sister!!  just think you get to see your man in a bit! That should make you happy. You guys should call me tonigh
fear,Hmm, no holga for me probably
joy,Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets
fear,I'll have to take a picture of the moon tomorrow night  not gonna happen today :/
fear,Darn it, I'm craving wedding cake... a craving that's very hard to satisfy with anything else!
fear,Explains why the Woodman offramp was closed  @abc7 Breaking: 2 suspects robbed Union Bank at Riverside &amp; Woodman in Sherman Oaks.
fear,@Lynne90 wasnt it supposed to have been in for yesterday?
love,Sweet booth at Newport... But all the people are outside  http://post.ly/hEb
sadness,OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO
anger,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!
fear,@derwendtde so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!
sadness,@jjooss I think he is :[ wish we could give him a tear or some blood to make him feel better
surprise,@mitchelmusso i waited for like an hour and i never got to talk to you
love,all alone on a friday night
sadness,Gonna miss Thick As Blood next Friday
fear,@dreamergirl822 it's really gutwrenching.  So sad
sadness,@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway.
fear,@jordanknight off to bed with fingers and toes and everything crossed u pick me-lol! Hope ur well and got back safe,poor Jon  xx
fear,Visiting family in hospital = not fun
sadness,It SUCKS when my playmate is MIA all weekend.  Sad
love,@brittaniethekid   But he's so adorable.
surprise,Did it just start to thunder out of nowhere??
love,@extensis the app said i need 12.1.5 or later
anger,Danget  having problems with WLW and Blog engine  uggh... not again  !!
fear,I burneded my tummy
anger,God is a huge teaser
fear,@jimyvr Yeah, and that's where everything becomes difficult and generalisations break down. Not an easy problem  .
surprise,is missing her best friend..... and i only saw them this afternoon  How sad am I!!!!
sadness,@siwhitehouse Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.
fear,is having trouble breathing through the pain..and now i have a damn fever...   (^~^)&lt;^&gt;
anger,Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!
anger,RP @Bryan000: RP @MrSwishaTwista: RP @Bryan000: My crack...--Here's mine. ?----  I just threw up in my mouth lil bit--It's my legs, LOL.
fear,@WardrobeGuy Sorry... What does that mean? I currently have a world phone &amp; I use apps. I'm confused...
fear,@reddevilleanne aww  i guess not that many people are online though...
fear,well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good
fear,i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?
joy,@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...
love,@Owl311 thanks
fear,i havent gotten any prank calls making me laugh in so long.
anger,@MirandaBuzzfans dont worry, i will. i HATE it when nobody comments on my pics
sadness,Kill me now I'm so sick    n it's Friday night!!
fear,My Tummy Hurt
anger,you not going nowhere bitch!
fear,and i wish i gave you one last kiss
love,I love @mitchelmusso very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I'll see u in El Cajon. June 7
sadness,@brighternoise really??
fear,My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...
joy,Off to ambers...a weekend of labour and hard work ahead!
sadness,Nothing 2 do 2nte  Boooooooo! I'm totally bored!
sadness,I'm bored. I have a headache.
sadness,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work
joy,@NikkiBenz cool !! actually i believe T.I. has just begun his jail sentence in arkansas
fear,@Dani___ okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not.
fear,@ahr19 Yeah, I'm behind on my classic cinema calendar-making. I haven't had time to go see any anyway.
love,where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.
anger,stupid wireless!!
anger,Ahhhh!!!!!! Almost off!!! Can't wait!! But..I got work again rite after this!   HAT CLUB Come &amp;&amp; gimme some Company! Oh &amp;&amp; a Cookie! ;-)
sadness,the tip of my finger hurts  lmao
sadness,my tummy kinda hurts!
sadness,i feel extremely depressed right now.
sadness,My head hurts....  Can wait to see the new photoshoot!!!!!!!
fear,This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's.
sadness,sux gabe just told me to go to the afterparty and I have ID that works but I can't go
fear,@yes_i_am_jes YAY! congrats! i'm afraid to check my grades!
fear,@askegg Argh, I'm so sorry you couldn't come... It was great to get to know everyone...
sadness,Ugh I'm tired
joy,LauraA22is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy
love,:o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...
surprise,@KDVCashville omg that was my twin sister's fav song
fear,Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV
fear,@symphnysldr what's goin on hun?  I'm worried about you
fear,Poor Johnny is sick   Looks like he'll be going to the vet tomorrow
sadness,A simple nice dinner doesn't exist in my world.
sadness,last day of school  so sad
sadness,Johnny actually invited me to the movies but i have too many things to do before the concert
sadness,@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it
love,For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0
fear,i have a headache
joy,Nursing my sick guniea pig back to health  and my cat is being jealous
sadness,My dreams have been crushed...Spock does not like the ladies.
fear,@heyrai wow how ominious was that   im stayin in the house. n nobodys comin over either!!! LoL
fear,Really big spider on the floor two metres away from me  am actually a little scared.
sadness,is missing the fun she had with @Sylars_Army at Eclipse 3  #SArmy #SArmy #SArmy
fear,I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too
fear,Anybody else experiencing painful slowdowns with facebook?
fear,Wow, I didn't realize my seats were so far back.  I hope I can enjoy the show enough for what I paid for the tickets.
fear,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her
fear,Moving is hard work! This is my last night in the house I grew up in.
sadness,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....
fear,@mitchelmusso i'm about to have to hang up   my fone is getting to hot
sadness,Okay i feel really sick now
fear,Just finished bowling with my family.  It's definately not the same as with my friends
sadness,@glennbeck Missed your show tonight   Just HAD to go up to Lake Erie and enjoy the quiet!
sadness,I've been to Rome, Italy. I love it there. Elegance, style. Very difficult to live in Chicago. No elegance here. Sad.
sadness,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone
surprise,MegaMan 2.5D... wow! Capcom please don't chuck a 'Square-Enix' and put a Cease and Desist order on this project
sadness,i need to speak with @sofiedeville! but i left my phone at home
joy,new favorite group has to be J*Davey Hi&amp;Low is my shit. why don't the really flygroups come to Miami hell Florida? And no Rock The Bells
joy,@Candypants2 we did! They came out cold  The cheese sauce was good, though.
love,i miss dooooooodddddiiiieeee
fear,In the dentist chair with a very numb left side for crown prep. Not fun to keep mouth open this long
joy,@coebooth Just got it a few hours ago! So not yet!
sadness,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK
fear,My tweetdeck won't pull up.
joy,@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)
surprise,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack
fear,missing cat makes me sad
fear,@loldarian OMG SO srry to hear that
fear,@Jayme1988 Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.
sadness,Fuuuuuuuudgeee I burned my finger with oil! It hurts
fear,I want a new UI  But I don't want to actually set it up myself.
fear,@Rosellyanna lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke
sadness,This is dumb. I keep losing followers!
sadness,big sis moved out 2day  its gna b weird without her! X
anger,@hellokatzchen  Anyone who can wear Victoria's Secret must submit pictures for the rest of us who cannot. My secrets must stay secret.
joy,acsvxdcbgfn soccer now. shall see young phoebe after D: I don't want her dressed up though
fear,Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe.
sadness,@TheSvilleNews http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.
surprise,@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh
sadness,another friday night with nothing to do ...boyfriend works until 1am
joy,of course im almost there and theres traffic
sadness,Can't believe preseason doesn't start until August  football with drawls..
love,Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )
joy,@bjolly086 Now, I can't call your kitten by its new name, because Ryan makes fun of the way I say kitten.
joy,@iliveinbetween i graduate at 9am on Sunday June 14th...
anger,@aimzy24 I'm sorry, but x-men sucks... in a bad way!  ;p
sadness,@rosegraymusic Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn't cut it anymore.
fear,The engine on my car blew
love,@ Up in 3D with the boys. Grandpa had to go.  - http://bkite.com/07YeZ
joy,... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet.
sadness,Home. Got some nice plugs but no chipotle
joy,I'm all stuffted up but I gotta gets up &amp; go netball
joy,Ugh.  Las #vegas airport is at a &quot;ground stop&quot; which means I'm stuck in the plane on the tarmac (again) at LAX.
joy,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw
surprise,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she's all i ever needed in this life.
love,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn
sadness,aleesha's piggy died  she can't catch a fucking break man
fear,Well, Sacramento, I hope you appreciate Rivkah Sass &amp; treat her well. I'll be sitting here in Omaha, pouting
joy,@kemiFRESH i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak
surprise,stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck
surprise,cannot believe someone smashed my car window and stole my laptop  they obviously dont have a mum!!!
anger,@requin they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes
joy,@alexxxpatterson we won't be in town  email me if there is another one though.
fear,Caught in a herd of somalions
fear,WHY DOES MY COUSIN PICK TODAY TO NOT TURN UP EARLY
fear,@JuliaWo I feel your pain... dont you hate those days
sadness,I had a realization today, and it made me sad  But at least the healing can begin.
joy,Um. Why can't I write smut tonight? I like smut. I want to write smut. Yet, nothing. No smut.
surprise,@dougiemcfly get better omg i still dont believe that i didn'tgot a picture with you  it's soo sad, i don't now when i'm gonna see u again
sadness,@cohenster i know its awful  but never fear i've got loads of funds so we can have a drunken catch up post-exams ja?
joy,Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do
fear,@saamanthajaane :o exams. YUCK    that will be hectic!
joy,@catrionat7 Yes yes Is. Ima Guna Be On For a While Lol.
sadness,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!
fear,@tashamclellan Oh nooo  I'm sorry you can't go!
sadness,@emmaroo INNERCHILD!SARAH LIKES COOKIES AND IS SAD THAT YOU FEEL SAD AND GUILTY
sadness,@no_surprises unfortunately yes
fear,@mlexiehayden How would I know if u didn't tell me??? Too busy cakin to pay me any attention
sadness,Sum1 plz cheer me up
anger,@LSOLO ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude
sadness,@selenagomez come back to canada soon  we'll miss you!!
sadness,@writeinink sure i can talk....the fabulous sex part though is out  sorry dear
fear,Im soooooooo damn hungry!! wat 2 eat??
sadness,@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch
fear,@HimOverThere aww noooo that doesn't sound too great
sadness,@drbri I'm not sure as I've never used it. Sorry
fear,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail
joy,7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII
anger,@DirtyDizco Maaan if I was in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
sadness,@Kdpartak the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already
fear,iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home
fear,@_juliamarie people just don't appreciate nature. it's sad. did the lil dude survive?
joy,@ToxicSociopath awww. well before we know it youll be back visiting XD we will hang out constantly and have another heartbreaking goodbye
joy,I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont
fear,@TwoSteppinAnt Damn
sadness,@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!
sadness,@mattpicasso iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home
fear,I will miss the soccer moms
sadness,oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh
fear,iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin
sadness,@angel0712 Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.
fear,A little irked at the moment
surprise,Just realized all his fantastic nerdfriends no longer live in Rochester
sadness,@CaitEggers I need one too.
fear,Dentist  my tooth really hurts! &amp;0hhh yeahh I'm with this girl @ashliebrillault maybe you know her? She was Kate on lizzie mcguireee!&lt;3
fear,I'm fighting off feeling sick. Hoping it's just tired. I'm really not feeling too well, though
fear,@Dannymcfly i wanna a picture with u, in the hotel the security didn't allow me  it's so sad, i don't even know when i'm gonna see u again
sadness,Mrs.Bates left
fear,Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.
surprise,Ecaytrade people who said you'd come by stuff at 6:30..where are you ? Bugs me when people no-show
fear,fighting a cold.
sadness,@robo__rob IKR. but i hate the lack of troyella  ggmow always makes me so sad
fear,Aww I have a tummy ache
sadness,how sad was Hollyoaks
fear,driving past Tattered Cover w/o stopping  promising myself to make time next week.
surprise,@iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin
joy,@caramp lol you saw where I was going with that...both of my last names are to common nothing special on me
fear,@pandjcrafts yeah I'd just uploaded 20 pics &amp; positioned them just right, then 'poof' gone, before I could save
anger,11 Days left until freedom. I really just want to get through this weekend. I hate essays.
sadness,Exhausted after a 58 hour work week
fear,I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!
fear,@HughHefnerJr uh oh u gonna fire somebody??
fear,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL
joy,@DirtyDizco Maaan if I wasnt in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*
sadness,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!
sadness,Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?
sadness,Got out of work late. Lame! Busy day.
sadness,@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!
fear,Thinking about Debra leaving in July.
sadness,@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute.
fear,oh!, I wanna buy Just That Girl - Drew Seeley, but I'm not allowed  I'm talking itunes store)
sadness,@xx_Megan_xx Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited
fear,@ChellyBelle I'm chopped liver.
fear,Misses her work peeps
fear,has just finished reading Twilight and thought it was crap...okay, it was alright...okay, i love it and really wanna read the next one
fear,I don't feel well at all
fear,there is poor lost duck outside of Olive Garden. that makes me sad
anger,what am i gonna watch after BGT  bad times
sadness,It's too hot!! Thermometer showing 25c at the moment
sadness,@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!
joy,Just got out of work
fear,@HimOverThere gosh, poor thing! Get well soon, leg.  xx
love,Ugh work sucks. I could be with sher right now
anger,@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumthin else let me kno so I can meet y'all 2 see wht yal gone do..
sadness,Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...
fear,Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...
sadness,Feeling pretty tired and lonely
sadness,@Susan_Ferman that's so weak!!  facebook fail
sadness,Panda express, it's been so long. I've missed you
sadness,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is
fear,@WordofSouth Damn brah, u not happy?
love,@UKTeresa You've made me look at old pictures of my cats.  I want them to be kitties again
fear,went on a long 10 mile bike ride today, then it started raining
joy,im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick
fear,@Cre8tiveSin sarcasm?  i need a PJ to fly to the hotspots and party and fly home for work the next day
sadness,: doc said my bones look &quot;fine enough.&quot; also should see a rhumatologist. I'm such am old lady now
fear,@BuzzEdition You're welcome. Hey, have you sent love @CTK1 's way? In hospital today for surgery to sort old motorbike accident
joy,@SuperNinjaMax noooooooooo my parrents found my stash
fear,Ugh, migraine.
love,sittin on d bed about 2 fall asleep
love,Didn't get to go wakeboarding  but i'll be good cause i'm having a lush night!
fear,cowering from pain
fear,Can't stop coughing, feel like I might have bronchitis again, no fun
sadness,... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad
joy,@celebritystatus wifeyyyyyy  me no likey u siky
fear,my phone is going to die too prematurely
sadness,tried to swat a fly with my Buddhist magazine... bad karma
joy,@doodleworld  Thx had a great day &amp; gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.
love,@ESQUIRE8 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.
sadness,I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)
joy,hm i'm happy but i want to join drama practice today !
sadness,@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though
anger,I hate horrible atmospheres, I pick them up so quick!  kisskiss xxxxxxxxxx
fear,@ArtOfDying any chance you might come back to moncton? i had to miss the show tonight
fear,My birthday is on Wednesday. I'm too young to feel this old.
surprise,Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?
fear,I don't feel good
surprise,gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!
fear,@greentm what happened yesterday? but phone calls with unwell parents - yeah .. know how that goes ...  .. i have two of them now ... meh
sadness,he was the reason i lived and now hes the reason im begging to die
sadness,youtube not working
fear,@rickoshea whats up rick??
surprise,@shereemcfly09 arrr bummer  who do you want to win?
fear,Man! I need to make-up that $35 loss.. this is why I'm going to hustle this weekend AKA not going to have a nice, relaxing weekend.
fear,@ladyjori whaaaat what about your house? You've been working so hard on it!
joy,Still working in the database and trying to decide what I want to eat.
sadness,i feel sad for you elizabeth.
fear,@SinsualDzires phone updated and she's got a camcorder on her phone now--mine hasn't updated chit  that ain't fair .
fear,It's a sad day when Christian Lacroix has to file for bankruptcy
sadness,to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight
sadness,Dosen't Want To Go To Work Tomorrow
fear,@crescentdreams everything.  *weeps*
fear,feeling even worse today
love,@NanaSuzee i'm on my mobile so it won't let me  but i can't stop thinking about you ;)x
fear,tomorrow should be good. but apparently no movies
joy,@wildcurl7888  Well, I still can't wait for the one shot.
love,Damn. I had 11 goldfish.  Oh well, that's my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/
fear,AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits
joy,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around
sadness,Wish I could be heading to LA for E3.  *le sigh* Maybe someday.
fear,didn't get to see his movie!
fear,@mitchelmusso I'm never calling you again. Your phone is a scammer. It said I'm next and it hung up on me.  Now I can't get you.
fear,Am listening to Darren Hayes's Spin. Am talkin to my wacky friend who's going insane. I ain't at all tired and I'm messed up bout things.
fear,fml. i stepped on a needle.. ouch.. waaaaa  damn drycleaners
fear,wishes her love was coming home
fear,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don't start working soon. SMH
surprise,@missuzliipzlive ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email
fear,the muscle in my back is cramping up, hurts so bad! owww
fear,@lyndygirl any suggestions on how to get rid of that lovely gasoline smell? As it is still in my car
joy,is sore from weight lifting  However, it's the good kind of sore that gives you man-boobs you can move with the power of your mind alone!
surprise,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT
fear,Wonders why its so hard for me to concentrate...
sadness,...No more adventure time
sadness,i miss you
sadness,Uggh everything, I'm sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life
joy,@LisaSpangenberg sadly @Dawno isn't me. It's some1 w/ 1 follower 1 update &amp; hasn't used Twitter since May 1, '07  I wanted that name, too
fear,riding daddy's bike (yes a man's bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA
fear,@yelyahwilliams it could be a bad idea, Hayley
fear,@ladymaryann No news yet
fear,good night fellow Twitterati. back to work tomorrow
joy,Writing this paper is a lot harder then i thought . LOL
fear,I got battery acid in an open wound on my index finger  Fuck, it burned so much.
surprise,@Bensabeast Whaaaat?!?!?  When did that happen?
fear,@officialSPChuck did not understand anything you said
fear,still no date for bon iver next week
anger,@robluketic damn i always miss it
fear,still babysitting, i want another boost
sadness,I got into a fight with the pavement. I think it won  poor little knee
sadness,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today
surprise,*sniff sniff* I want thie App for my iPhone but it's only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK =
love,excited for Jackie's baby shower tomorrow, going to relax and enjoy the weekend! Monday better not come fast
fear,My twitterberry doesn't work!
sadness,This &quot;Monarchy&quot; is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don't reconize my country anymore!
joy,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than @ASU   Having fun so far!
fear,crazy kids won't nap!  I think it's the heat... and I still have to tell them that they can't go to Grandma's cuz she's sick
fear,@Gaylib1986 it was just areply on you facebook status that you were a little upset
fear,blip.fm is on it's last legs
sadness,staying at home. unpacking!!!! crap!
sadness,@summerkristine i want you to go walking with me!! but i still miss my satan
fear,ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again
fear,Still feeling weird about my ex and her engagement.  My mom made things worse.  I don't even want her, but it's still odd
joy,I'm at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money
joy,Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.
sadness,I'm either always on the train or at work
surprise,I also found out that it's also my last youth group meeting
sadness,I have to go to work.
joy,Is too hot and tummy ache so can't sleep  lots of chem to do tomorro but at least bgt final to look forward to!
fear,being at work while sick blows! kill me. i feel like crap
joy,Was outside playing ball with dogs, now all hot and sweaty
surprise,It's 20:50 hs and i'm still at the office...really tired,wanna go home!
fear,i'm sorry i'm neglecting you, twitter.
love,@honk4peace Yes, we do love and miss you @ChubbyGayMan Others have told me privately too
sadness,head hurt
fear,Wishing laying on my side wasn't the only comfortable position, I am tired of laying
fear,I've got to meet him tomorrow, midday and hopefully, fingers crossed, it'll all be sorted. My head is still hurting though.
fear,@Lujee #3aaah mosh 3aref a facebook any more
sadness,@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie
